start_station_name,start_lat,start_lng,starts_2013,starts_2018,starts_2023,end_station_name,end_lat,end_lng,ends_2013,ends_2018,ends_2023
45 Rd & 11 St,40.74686905780397,-73.94992755268267,,1157.0,1833.0,45 Rd & 11 St,40.747085860542036,-73.94977233868363,,1163.0,1808
45 St & 4 Ave,40.649805251593236,-74.00899278149708,,,631.0,45 St & 4 Ave,40.649145,-74.009486,,,632
46 Ave & 5 St,40.74721956410081,-73.95459761669866,,1779.0,3052.0,46 Ave & 5 St,40.74731,-73.95451,,1793.0,3131
46 St & 25 Ave,40.765497035557246,-73.9075135638626,,,524.0,46 St & 25 Ave,40.76575299999999,-73.90676,,,426
46 St & 28 Ave,40.763723219433864,-73.90923180328704,,,252.0,46 St & 28 Ave,40.763328,-73.908782,,,236
46 St & 30 Rd,40.759790587776315,-73.91187575683158,,,380.0,46 St & 30 Rd,40.76072,-73.910989,,,362
46 St & 6 Ave,40.646489662922576,-74.00562145571149,,,409.0,46 St & 6 Ave,40.645921,-74.005708,,,338
46 St & 7 Ave,40.64591383993825,-74.003408061101,,,637.0,46 St & 7 Ave,40.644743,-74.003754,,,630
46 St & Queens Blvd,40.74336049461606,-73.91916665652231,,,1265.0,46 St & Queens Blvd,40.74349759836971,-73.91860529780388,,,1060
47 Ave & 31 St,40.74304182112473,-73.93589148040185,,434.0,759.0,47 Ave & 31 St,40.743,-73.93561,,429.0,759
47 Ave & 48 St,40.74084216136159,-73.91736752749459,,,401.0,47 Ave & 48 St,40.74086,-73.91708,,,401
47 Ave & Skillman Ave,40.74378137654305,-73.94190525604893,,,238.0,47 Ave & Skillman Ave,40.7437524099784,-73.94176483154297,,,239
47 St & 3 Ave,40.64989617838845,-74.01176017307087,,,127.0,47 St & 3 Ave,40.649143,-74.012384,,,131
48 Ave & 37 St,40.740633071618745,-73.92930101202978,,,300.0,48 Ave & 37 St,40.74034668207158,-73.92886072501003,,,266
48 Ave & 41 St,40.73973555422485,-73.92412159213825,,,901.0,48 Ave & 41 St,40.73985995699164,-73.92400324344635,,,889
48 Ave & 5 St,40.744249691841915,-73.9559878810835,,556.0,1154.0,48 Ave & 5 St,40.74436328683292,-73.95587325075677,,552.0,1227
48 St & 2 Ave,40.6507831426954,-74.01497683123564,,,116.0,48 St & 2 Ave,40.650176,-74.015606,,,115
48 St & 37 Ave,40.75148980417752,-73.91509123327712,,,338.0,48 St & 37 Ave,40.751555,-73.915026,,,350
48 St & 5 Ave,40.64691999778131,-74.00896435646594,,,724.0,48 St & 5 Ave,40.646351,-74.009271,,,736
48 St & 50 Ave,40.73753682276112,-73.91820450674551,,,427.0,48 St & 50 Ave,40.73737,-73.91803,,,384
48 St & Barnett Ave,40.74989791048521,-73.91564350187184,,,503.0,48 St & Barnett Ave,40.75001640425933,-73.91540944576263,,,508
48 St & Broadway,40.75565218783726,-73.91330467897852,,,1272.0,48 St & Broadway,40.755763,-73.912715,,,1270
48 St & Skillman Ave,40.74612607224465,-73.91720643011472,,,894.0,48 St & Skillman Ave,40.74622874694195,-73.91616314649582,,,906
49 Ave & 21 St,40.74276892317385,-73.94894845862387,,422.0,1114.0,49 Ave & 21 St,40.74252,-73.948852,,409.0,1089
49 St & 25 Ave,40.76411550918987,-73.90506426458931,,,237.0,49 St & 25 Ave,40.764496,-73.904632,,,217
49 St & 31 Ave,40.75809585887732,-73.91007338155715,,,557.0,49 St & 31 Ave,40.758057,-73.909831,,,562
5 Av & W 139 St,40.81523089561882,-73.93607177777113,,,1254.0,5 Av & W 139 St,40.815484,-73.935856,,,1255
5 Ave & 3 St,40.6729916673361,-73.98354293177468,,1721.0,2651.0,5 Ave & 3 St,40.67281550131086,-73.98352355117977,,1746.0,2670
5 Ave & 37 St,40.653159056438504,-74.00214766937829,,,393.0,5 Ave & 37 St,40.652657,-74.002356,,,392
5 Ave & 41 St,40.65092881698798,-74.00470398459633,,,943.0,5 Ave & 41 St,40.649983,-74.005144,,,951
5 Ave & 66 St,40.63735583029839,-74.01951715929748,,,372.0,5 Ave & 66 St,40.635679,-74.020005,,,370
5 Ave & E 103 St,40.791974620235855,-73.9526753292515,,2525.0,4025.0,5 Ave & E 103 St,40.792255298735434,-73.95249932860897,,2507.0,4033
5 Ave & E 135 St,40.811584997391684,-73.9383297468463,,,874.0,5 Ave & E 135 St,40.812191,-73.937838,,,900
5 Ave & E 29 St,40.74515261643099,-73.98687977447419,3086.0,5244.0,5632.0,5 Ave & E 29 St,40.745167700584595,-73.98683077044818,3039.0,5251.0,5645
5 Ave & E 63 St,40.76618141030944,-73.97150918361002,,2982.0,4284.0,5 Ave & E 63 St,40.766368,-73.971518,,2970.0,4303
5 Ave & E 72 St,40.77260694946069,-73.96696922233276,,,6465.0,5 Ave & E 72 St,40.77282816715273,-73.96685276401966,,,6508
5 Ave & E 78 St,40.77634895505432,-73.96428336276813,,4275.0,6358.0,5 Ave & E 78 St,40.7763214155603,-73.96427393064117,,4281.0,6399
5 Ave & E 87 St,40.7822452344236,-73.95990926041515,,,6801.0,5 Ave & E 87 St,40.78232261583305,-73.95987510449294,,,6818
5 Ave & E 93 St,40.785611840324485,-73.95755797554416,,2124.0,3880.0,5 Ave & E 93 St,40.78578509860299,-73.957481,,2095.0,3937
5 Ave & W 126 St,40.80694807365613,-73.94192163403575,,,1613.0,5 Ave & W 126 St,40.80722,-73.9418,,,1636
5 Ave & W 131 St,40.80985985375366,-73.93984649432248,,,1322.0,5 Ave & W 131 St,40.81014,-73.93973,,,1339
5 Corners Library,40.7324534655,-73.96605610833333,,,2.0,5 Corners Library,40.73496102000952,-74.0595030784607,,,2
5 St & 51 Ave,40.742186386869975,-73.95671109305026,,482.0,1028.0,5 St & 51 Ave,40.742373700581396,-73.9566,,486.0,1032
5 St & 6 Ave,40.67072129750584,-73.98209991857931,,636.0,1198.0,5 St & 6 Ave,40.67048360033085,-73.98208968026468,,630.0,1209
5 St & Market St,40.70036096988858,-73.97459907028426,,226.0,744.0,5 St & Market St,40.699997483737434,-73.9744012799072,,243.0,744
50 Ave & 65 St,40.73704469427031,-73.90092501845939,,,238.0,50 Ave & 65 St,40.73707,-73.90077,,,259
50 St & 30 Ave,40.75967732185179,-73.90821530101988,,,587.0,50 St & 30 Ave,40.760083,-73.907107,,,593
50 St & 7 Ave,40.643149811351165,-74.00575937557132,,,430.0,50 St & 7 Ave,40.64250100000001,-74.006055,,,415
50 St & Barnett Ave,40.749988731968365,-73.91389196252577,,,623.0,50 St & Barnett Ave,40.750097682094825,-73.91349703073502,,,637
50 St & Northern Blvd,40.753492943028874,-73.91257718434996,,,381.0,50 St & Northern Blvd,40.753441,-73.912402,,,383
51 Ave & 61 St,40.73606725598403,-73.90491532903792,,,167.0,51 Ave & 61 St,40.73568,-73.90387,,,186
51 St & 43 Ave,40.74441162038804,-73.91440884727524,,,591.0,51 St & 43 Ave,40.74451,-73.91412,,,567
51 St & Hobart St,40.757639852275204,-73.90839157093593,,,484.0,51 St & Hobart St,40.75767234025041,-73.90769943594933,,,496
51 St & Queens Blvd,40.74264827353274,-73.914814750314,,,224.0,51 St & Queens Blvd,40.7429,-73.91395,,,187
52 St & 1 Ave,40.64927760214966,-74.02008585544898,,,98.0,52 St & 1 Ave,40.649292,-74.020105,,,98
52 St & 6 Ave,40.64428226038615,-74.00883958187559,,,284.0,52 St & 6 Ave,40.642703,-74.009441,,,281
53 St & 2 Ave,40.64745828566221,-74.01890901359536,,,374.0,53 St & 2 Ave,40.64744000000001,-74.018846,,,412
53 St & 4 Ave,40.64524708552847,-74.01446274970385,,,726.0,53 St & 4 Ave,40.644862,-74.014531,,,732
53 St & 5 Ave,40.64389791483789,-74.01145136734549,,,329.0,53 St & 5 Ave,40.643371,-74.011884,,,328
53 St & Flushing Ave,40.714632852088066,-73.91513221094503,,,564.0,53 St & Flushing Ave,40.71435,-73.91405,,,533
53 St & Roosevelt Ave,40.74451582107969,-73.9118664149046,,,297.0,53 St & Roosevelt Ave,40.74462,-73.91143000000001,,,239
54 St & 37 Ave,40.750933583,-73.90802340188525,,,122.0,54 St & 37 Ave,40.75098,-73.90799,,,127
55 Dr & Maurice Ave,40.72612666952925,-73.90992923784898,,,245.0,55 Dr & Maurice Ave,40.7261,-73.90917,,,245
55 St & 5 Ave,40.64337730739152,-74.01306138964485,,,275.0,55 St & 5 Ave,40.642408,-74.013318,,,282
55 St & 7 Ave,40.64025634006835,-74.00867407204557,,,278.0,55 St & 7 Ave,40.639673,-74.008957,,,279
55 St & Northern Blvd,40.75269325728571,-73.90671325164035,,,266.0,55 St & Northern Blvd,40.75326,-73.90585,,,278
56 Dr & 59 St,40.72579619732308,-73.90993257381538,,,65.0,56 Dr & 59 St,40.72403,-73.90853,,,89
56 Dr & 61 St,40.72373388572414,-73.90462960442528,,,87.0,56 Dr & 61 St,40.72368,-73.90458,,,89
56 St & Arnold Ave,40.71479676211927,-73.90892972805504,,,109.0,56 St & Arnold Ave,40.71484,-73.909,,,113
57 Rd & 58 St,40.72236233841176,-73.91219459999999,,,34.0,57 Rd & 58 St,40.72235,-73.91215,,,35
57 Rd & 59 St,40.7223864455189,-73.91030039987285,,,97.0,57 Rd & 59 St,40.72249,-73.90854,,,102
57 St & 1 Ave,40.64677918959282,-74.02284478203795,,,325.0,57 St & 1 Ave,40.646377,-74.023087,,,326
57 St & 37 Ave,40.75047855698,-73.90549824402333,,,100.0,57 St & 37 Ave,40.75048,-73.90513,,,117
57 St & 4 Ave,40.64340059720672,-74.01650264070543,,,387.0,57 St & 4 Ave,40.642622,-74.016866,,,392
57 St & 43 Ave,40.74321328243096,-73.90822894153344,,,618.0,57 St & 43 Ave,40.74324,-73.908,,,619
57 St & 7 Ave,40.639776383360385,-74.01012748205797,,,345.0,57 St & 7 Ave,40.638566,-74.010147,,,352
57 St & Grand Ave,40.71961814222105,-73.91306660533333,,,95.0,57 St & Grand Ave,40.71921,-73.9124,,,97
57 St & Woodside Ave,40.74579148370596,-73.90747504984971,,,397.0,57 St & Woodside Ave,40.74578861252213,-73.9072778339874,,,403
58 St & 2 Ave,40.64582058762419,-74.02092734248133,,,259.0,58 St & 2 Ave,40.644512,-74.021506,,,263
58 St & 32 Ave,40.75568129823265,-73.90368222270749,,,245.0,58 St & 32 Ave,40.75574,-73.903427,,,255
58 St & 56 Dr,40.72358469598889,-73.91305263261482,,,90.0,58 St & 56 Dr,40.72419,-73.91244,,,98
58 St & Pier 4,40.64683400545249,-74.02589403785521,,,221.0,58 St & Pier 4,40.646475,-74.026081,,,203
59 St & 4 Ave,40.64223010610867,-74.01720671232995,,,592.0,59 St & 4 Ave,40.641269,-74.017651,,,609
59 St & 5 Ave,40.6404473325311,-74.01548208802711,,,209.0,59 St & 5 Ave,40.640125,-74.015726,,,221
59 St & 59 Rd,40.71788102927213,-73.90849246731302,,,47.0,59 St & 59 Rd,40.71790852734058,-73.908454477787,,,38
6 Ave & 12 St,40.66698076890639,-73.98522720587793,,700.0,1581.0,6 Ave & 12 St,40.6663181,-73.9854617,,688.0,1596
6 Ave & 21 St,40.66067801276924,-73.99084926083476,,,1745.0,6 Ave & 21 St,40.66016,-73.990974,,,1758
6 Ave & 55 St,40.64167395507658,-74.0108796329069,,,222.0,6 Ave & 55 St,40.640831,-74.010996,,,210
6 Ave & 60 St,40.63898234313451,-74.01359942315788,,,171.0,6 Ave & 60 St,40.638196,-74.013821,,,170
6 Ave & 9 St,40.66828899622763,-73.98376070369032,,1205.0,2832.0,6 Ave & 9 St,40.668127,-73.98377640898944,,1186.0,2840
6 Ave & Broome St,40.72446850975894,-74.00454644856386,1920.0,,5314.0,6 Ave & Broome St,40.72431,-74.00473,1949.0,,5340
6 Ave & Canal St,40.72250951738194,-74.00541390866559,2510.0,4808.0,2812.0,6 Ave & Canal St,40.722437970146906,-74.00566442789436,2596.0,5090.0,2859
6 Ave & W 33 St,40.74889749422221,-73.988407255336,3102.0,8283.0,11471.0,6 Ave & W 33 St,40.749012710835736,-73.9884839501441,2777.0,8357.0,11104
6 Ave & W 34 St,40.749521031085116,-73.98800725726838,,,8561.0,6 Ave & W 34 St,40.74964,-73.98805,,,8126
6 Ave & W 45 St,40.75686702239401,-73.98252471246182,,,6488.0,6 Ave & W 45 St,40.75695100000001,-73.982631,,,6465
6 Ave & Walker St,40.719821315502216,-74.00494841500199,,,2962.0,6 Ave & Walker St,40.71979208968275,-74.00522388579958,,,2968
6 St & 7 Ave,40.66912398656714,-73.97976272754975,,822.0,2224.0,6 St & 7 Ave,40.6686627,-73.97988067,,823.0,2212
6 St & Grand St,40.728481174,-74.012006521,,,1.0,6 St & Grand St,40.7443978330956,-74.03450086712837,,,2
60 Ave & Fresh Pond Rd,40.71841541763127,-73.90509797105899,,,113.0,60 Ave & Fresh Pond Rd,40.71693,-73.90198,,,114
60 Pl & 67 Ave,40.70562920242544,-73.9009829665329,,,152.0,60 Pl & 67 Ave,40.70497,-73.89965,,,153
60 Pl & Bleecker St,40.71166657082016,-73.90377050805427,,,215.0,60 Pl & Bleecker St,40.71107,-73.903,,,184
60 Pl & Flushing Ave,40.72120459409896,-73.90782666992187,,,64.0,60 Pl & Flushing Ave,40.71988,-73.90556000000001,,,61
60 Pl & Linden St,40.70908361415374,-73.9030058817932,,,245.0,60 Pl & Linden St,40.708859999999994,-73.90182,,,212
60 St & 37 Ave,40.74985986481511,-73.90344203904687,,,128.0,60 St & 37 Ave,40.74958,-73.90256,,,129
60 St & 60 Rd,40.71619126629728,-73.90648210780107,,,160.0,60 St & 60 Rd,40.71592232709503,-73.90601366758347,,,166
61 St & 39 Ave,40.747098893072156,-73.90347861825252,,,693.0,61 St & 39 Ave,40.7471,-73.9028,,,713
61 St & Borden Ave,40.72555770883721,-73.90418734159302,,,86.0,61 St & Borden Ave,40.72558,-73.90417,,,86
61 St & Laurel Hill Blvd,40.739552327941176,-73.90378587597759,,,119.0,61 St & Laurel Hill Blvd,40.7388,-73.90338,,,128
61 St & Queens Blvd,40.741070002433965,-73.9032746903847,,,318.0,61 St & Queens Blvd,40.74091,-73.90273,,,331
61 St & Woodside Ave,40.74521319449296,-73.90397694183444,,,900.0,61 St & Woodside Ave,40.74501,-73.9036,,,912
62 St & 34 Ave,40.75199125830581,-73.89986739276453,,,327.0,62 St & 34 Ave,40.75201,-73.89986,,,341
62 St & 4 Ave,40.640287200509526,-74.0196083111357,,,140.0,62 St & 4 Ave,40.639859,-74.019776,,,136
62 St & 43 Ave,40.742717005753306,-73.90303897520265,,,227.0,62 St & 43 Ave,40.74261,-73.903,,,245
62 St & Northern Blvd,40.75403306626244,-73.90119733253034,,,489.0,62 St & Northern Blvd,40.754176,-73.900318,,,494
63 St & 5 Ave,40.63767286236111,-74.01779395097222,,,108.0,63 St & 5 Ave,40.63766,-74.01782,,,114
63 St & 59 Dr,40.71914489722029,-73.90141514873623,,,115.0,63 St & 59 Dr,40.71832,-73.90128,,,109
63 St & Borden Ave,40.72907180676961,-73.90385838106373,,,68.0,63 St & Borden Ave,40.72655,-73.90321,,,72
64 St & 3 Ave,40.64067231756364,-74.02209179655758,,,55.0,64 St & 3 Ave,40.639978,-74.02324,,,53
64 St & 51 Ave,40.73563216027601,-73.90202718462209,,,157.0,64 St & 51 Ave,40.73577,-73.90184,,,183
64 St & 53 Dr,40.72963680880459,-73.90180192856033,,,232.0,64 St & 53 Dr,40.72897,-73.90115,,,235
64 St & Woodbine St,40.70795195466768,-73.89638377966666,,,329.0,64 St & Woodbine St,40.70809,-73.89549,,,336
65 Ln & Metropolitan Ave,40.712988741295725,-73.89558096812479,,,195.0,65 Ln & Metropolitan Ave,40.7123,-73.89397,,,203
65 Pl & Woodside Ave,40.74327542543014,-73.89972680612512,,,365.0,65 Pl & Woodside Ave,40.74334,-73.89903,,,362
65 St & 2 Ave,40.64047919560784,-74.02561713735294,,,51.0,65 St & 2 Ave,40.640493,-74.02564,,,75
65 St & 35 Ave,40.75030821532949,-73.89822194337557,,,434.0,65 St & 35 Ave,40.75053,-73.8977,,,449
65 St & Broadway,40.74917340109418,-73.89788325718354,,,462.0,65 St & Broadway,40.749372273308026,-73.89738768407538,,,463
65 St & Otto Rd,40.703876446674656,-73.8924552684589,,,292.0,65 St & Otto Rd,40.70389,-73.89116,,,287
65 St & Roosevelt Ave,40.74627279949122,-73.90090787637959,,,209.0,65 St & Roosevelt Ave,40.74589,-73.89915,,,236
67 Ave & Fresh Pond Rd,40.7059305139437,-73.89759168912238,,,444.0,67 Ave & Fresh Pond Rd,40.70575,-73.89676,,,428
67 St & Erik Pl,40.63473053784473,-74.01599904130626,,,234.0,67 St & Erik Pl,40.633385,-74.01656200000001,,,238
69 St & 38 Ave,40.74652018751021,-73.89736834917208,,,569.0,69 St & 38 Ave,40.74694504524519,-73.89650255441666,,,578
69 St & 43 Ave,40.74183078274576,-73.89612085057344,,,236.0,69 St & 43 Ave,40.74179,-73.89564,,,235
7 Ave & 17 St,40.6613777073536,-73.98656151429887,,,832.0,7 Ave & 17 St,40.66093779493168,-73.98680448532104,,,811
7 Ave & 20 St,40.6594203895893,-73.98833460629383,,,810.0,7 Ave & 20 St,40.659053,-73.98854,,,788
7 Ave & 22 St,40.65857033122794,-73.98946046313112,,,544.0,7 Ave & 22 St,40.658029,-73.989605,,,475
7 Ave & 40 St,40.64880365018127,-73.99959151678146,,,662.0,7 Ave & 40 St,40.648169,-74.000057,,,589
7 Ave & 41 St,40.64836109240336,-74.00064979528238,,,1171.0,7 Ave & 41 St,40.647379,-74.000911,,,1143
7 Ave & 62 St,40.63657625330693,-74.01249060166253,,,404.0,7 Ave & 62 St,40.63556,-74.01298,,,395
7 Ave & Central Park South,40.766629157841976,-73.97906580894067,,,11936.0,7 Ave & Central Park South,40.76674056388506,-73.97906899458205,,,11422
7 Ave & Park Pl,40.67799247596,-73.9733588861267,,,4433.0,7 Ave & Park Pl,40.677614700135074,-73.97324283007656,,,4442
7 Ave & W 55 St,40.763964943548515,-73.9810197955014,,,4280.0,7 Ave & W 55 St,40.764126,-73.980973,,,3977
7 Ave S & Bleecker St,40.732200374159255,-74.00344208175878,,,5662.0,7 Ave S & Bleecker St,40.73213896297227,-74.00363802902133,,,5656
7 St & 3 Ave,40.67306024464973,-73.98969589738299,,684.0,1396.0,7 St & 3 Ave,40.67260298150126,-73.98983001708984,,748.0,1406
7 St & 5 Ave,40.67111089057606,-73.98532945489299,,1049.0,1626.0,7 St & 5 Ave,40.670492200000005,-73.98541675,,1036.0,1624
71 Ave & Myrtle Ave,40.701258820185835,-73.89945817821196,,,574.0,71 Ave & Myrtle Ave,40.70067,-73.89907,,,568
72 St & 41 Ave,40.74491242750885,-73.894299116575,,,640.0,72 St & 41 Ave,40.7448,-73.89377,,,679
72 St & Woodside Ave,40.74291074198143,-73.89300752981597,,,413.0,72 St & Woodside Ave,40.74287999999999,-73.89283,,,409
76 St & 21 Ave,40.770176126393615,-73.89455176749735,,,376.0,76 St & 21 Ave,40.77028,-73.893675,,,389
8 Ave & W 16 St,40.740887220597706,-74.00157932076098,,,8585.0,8 Ave & W 16 St,40.740983,-74.001702,,,8614
8 Ave & W 24 St,40.74579225604351,-73.99793912533222,,,4338.0,8 Ave & W 24 St,40.74591072945996,-73.9980711038592,,,4377
8 Ave & W 27 St,40.74792259106965,-73.99645179559259,,,4436.0,8 Ave & W 27 St,40.747968,-73.996637,,,4458
8 Ave & W 31 St,40.75056938214397,-73.9945879734135,7048.0,8132.0,8454.0,8 Ave & W 31 St,40.750585346356466,-73.99468481576055,6766.0,8357.0,8349
8 Ave & W 33 St,40.75154968246455,-73.99364604608796,6259.0,8289.0,9450.0,8 Ave & W 33 St,40.751551,-73.993934,4708.0,8248.0,9093
8 Ave & W 38 St,40.75436905365382,-73.99162809224067,,,8741.0,8 Ave & W 38 St,40.75461,-73.99177,,,8745
8 Ave & W 49 St,40.76153860775062,-73.98641501659769,,,7679.0,8 Ave & W 49 St,40.761712277795446,-73.98655101649129,,,7237
8 Ave & W 52 St,40.763618435137595,-73.98502529727597,3592.0,5090.0,5497.0,8 Ave & W 52 St,40.76370738858414,-73.98516150181521,3526.0,5104.0,5509
8 St & Astoria Blvd,40.772558766544336,-73.93266960434232,,,846.0,8 St & Astoria Blvd,40.77259969290769,-73.93266275582816,,,848
8 St & Washington St,40.715960145333334,-73.95815237366666,,,3.0,8 St & Washington St,40.74598388291562,-74.02819901704788,,,3
9 Ave & W 18 St,40.74318813447953,-74.00345959408008,2875.0,,7118.0,9 Ave & W 18 St,40.743174487928705,-74.00366442818233,2972.0,,7097
9 Ave & W 204 St,40.861592692453186,-73.91873474347369,,,65.0,9 Ave & W 204 St,40.86169883507865,-73.91855701804161,,,71
9 Ave & W 219 St,40.869984404299245,-73.91205542335227,,,88.0,9 Ave & W 219 St,40.871094,-73.911503,,,96
9 Ave & W 22 St,40.74547668060969,-74.00181928118452,3827.0,6551.0,8635.0,9 Ave & W 22 St,40.745497299309626,-74.00197138910251,4009.0,6610.0,8691
9 Ave & W 39 St,40.756380574375,-73.99395575759831,,,5804.0,9 Ave & W 39 St,40.75640352425917,-73.99410143404586,,,5798
9 Ave & W 45 St,40.76016388295456,-73.99115408696092,3926.0,6225.0,6184.0,9 Ave & W 45 St,40.76019252137645,-73.99125509971324,3875.0,6254.0,6277
9 St & 44 Rd,40.74961749527591,-73.95204131794895,,581.0,1045.0,9 St & 44 Rd,40.74966,-73.9521,,582.0,1057
9 St HBLR - Jackson St & 8 St,40.715960145333334,-73.95815237366666,,,3.0,9 St HBLR - Jackson St & 8 St,40.74790720968899,-74.03841152787209,,,3
Academy St & Nagle Ave,40.86255648600977,-73.92264754890232,,,273.0,Academy St & Nagle Ave,40.862562,-73.922661,,,280
Adam Clayton Powell Blvd & W 115 St,40.8021667971502,-73.95330193152628,,626.0,1458.0,Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532422987846,,647.0,1481
Adam Clayton Powell Blvd & W 118 St,40.803958802734726,-73.9516842209039,,646.0,1724.0,Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475,,691.0,1726
Adam Clayton Powell Blvd & W 123 St,40.80745954446361,-73.9493458229005,,828.0,1809.0,Adam Clayton Powell Blvd & W 123 St,40.807831601103146,-73.949373,,814.0,1813
Adam Clayton Powell Blvd & W 126 St,40.80905764453944,-73.94791654336994,,723.0,2595.0,Adam Clayton Powell Blvd & W 126 St,40.809495346718776,-73.9477649333133,,794.0,2623
Adam Clayton Powell Blvd & W 130 St,40.811389073602314,-73.94651901293084,,,1523.0,Adam Clayton Powell Blvd & W 130 St,40.812346,-73.946168,,,1579
Adam Clayton Powell Blvd & W 132 St,40.812975469131395,-73.94538471620582,,,1205.0,Adam Clayton Powell Blvd & W 132 St,40.813539,-73.94521,,,1210
Adam Clayton Powell Blvd & W 138 St,40.81649613689255,-73.94260587044741,,,2100.0,Adam Clayton Powell Blvd & W 138 St,40.81695971032464,-73.9422959089279,,,2100
Adam Clayton Powell Blvd & W 141 St,40.81913310116527,-73.94106288125178,,,1079.0,Adam Clayton Powell Blvd & W 141 St,40.819241,-73.941057,,,1082
Adam Clayton Powell Blvd & W 151 St,40.8246565610673,-73.9365402009747,,,738.0,Adam Clayton Powell Blvd & W 151 St,40.825289,-73.936232,,,747
Adams St & 11 St,40.7068833,-74.0055356,,,1.0,Adams St & 11 St,40.750915534784994,-74.03354063630104,,,4
Adams St & 2 St,40.72841822866667,-74.01186924383333,,,2.0,Adams St & 2 St,40.73981372311843,-74.03690412640572,,,2
Adams St & Prospect St,40.701042776819136,-73.98859700824262,,,1768.0,Adams St & Prospect St,40.70076308258218,-73.9886981238666,,,1961
Adelphi St & Myrtle Ave,40.69324216198589,-73.97182973925621,1107.0,1746.0,3142.0,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,996.0,1762.0,3102
